 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
2.007,1.08,1.485,0.4603,0.1292,0.7869,-3.134,-2.399,-0.735,0.6018,0.344,0.9323,55.14,51.69,0.01591,0.296,0.03818,0.6029,0.3054,0.1685,0.3589,1.113,0.2509,2.119,0.002843,17.88,-0.004951,0
1.934,1.07,1.58,0.4635,0.1283,0.784,-3.445,-2.591,-0.8541,0.609,0.3458,0.9411,51.21,47.85,0.09475,0.3336,0.04315,0.5668,0.3487,0.1632,0.3595,1.156,0.2509,2.119,0.002843,17.88,-0.004951,0
2.5,1.23,1.59,0.5919,0.1615,0.851,-3.8,-2.761,-1.039,0.6124,0.438,0.9129,52.61,50.43,0.398,0.2935,0.001423,0.8694,0.376,0.2041,0.4832,1.382,0.2509,2.119,0.002843,17.88,-0.004951,0
1.525,1.08,1.609,0.4686,0.1302,0.7886,-3.35,-2.546,-0.8037,0.6081,0.3504,0.9254,51.65,49.28,0.2695,0.3281,0.04748,0.3793,0.429,0.1672,0.3252,1.137,0.2509,2.119,0.002843,17.88,-0.004951,0
1.928,1.08,1.553,0.4671,0.1291,0.7871,-3.54,-2.567,-0.973,0.6043,0.3444,0.9586,53.81,50.12,0.07436,0.3447,0.04469,0.5761,0.3326,0.1663,0.3583,1.125,0.2509,2.119,0.002843,17.88,-0.004951,0
2.37,1.09,1.595,0.5773,0.1554,0.8367,-4.025,-3.008,-1.017,0.6248,0.4325,0.9153,50.25,46.65,0.4843,0.3466,0.05883,0.7858,0.3958,0.1744,0.452,1.341,0.2509,2.119,0.002843,17.88,-0.004951,0
1.709,1.23,1.981,0.4894,0.1396,0.8154,-2.954,-2.101,-0.853,0.5809,0.3562,0.9084,50.97,48.92,0.3159,0.0684,0.02351,0.3897,0.5937,0.2024,0.3953,1.578,0.2509,2.119,0.002843,17.88,-0.004951,0
1.682,1.21,2.456,0.5973,0.1642,0.8602,-3.773,-2.53,-1.243,0.5954,0.4302,0.9123,52.65,50.58,0.2612,0.2428,0.01673,0.4032,0.8551,0.1995,0.4859,1.838,0.2509,2.119,0.002843,17.88,-0.004951,0
1.356,1.09,1.996,0.4734,0.1315,0.791,-3.286,-2.57,-0.7166,0.6121,0.3574,0.9084,52.34,50.67,0.2207,0.1135,0.05302,0.2652,0.6197,0.1728,0.3526,1.202,0.2509,2.119,0.002843,17.88,-0.004951,0
2.075,1.22,1.799,0.6064,0.1654,0.8596,-3.93,-2.676,-1.255,0.6024,0.4394,0.8934,52.04,47.88,0.5144,0.2549,0.005903,0.624,0.533,0.2017,0.4529,1.68,0.2509,2.119,0.002843,17.88,-0.004951,0
2.407,1.09,1.607,0.5769,0.1551,0.8376,-4.127,-2.985,-1.142,0.62,0.4274,0.9023,55.08,52.05,0.4772,0.344,0.06173,0.8097,0.3915,0.1729,0.458,1.358,0.2509,2.119,0.002843,17.88,-0.004951,0
1.701,1.23,1.697,0.4932,0.1414,0.8199,-2.868,-2.039,-0.8289,0.5776,0.3585,0.903,55.18,51.93,0.2152,0.3548,0.02223,0.4466,0.45,0.2039,0.3669,1.175,0.2509,2.119,0.002843,17.88,-0.004951,0
1.697,1.17,2.355,0.594,0.1583,0.8432,-4.393,-3.054,-1.339,0.6176,0.4349,0.8917,52.07,49.93,0.3882,0.5079,0.09843,0.4474,0.7745,0.1884,0.4701,2.091,0.2509,2.119,0.002843,17.88,-0.004951,0
1.675,1.09,1.394,0.4715,0.1307,0.7898,-3.402,-2.575,-0.8271,0.6089,0.3523,0.9189,52.59,49.9,0.2622,0.2602,0.0429,0.4706,0.3254,0.1703,0.3221,0.7223,0.2509,2.119,0.002843,17.88,-0.004951,0
1.647,1.31,1.81,0.5154,0.1455,0.8291,-3.24,-2.156,-1.085,0.5789,0.3687,0.8892,52.44,48.79,0.3017,0.3966,0.0154,0.4155,0.5215,0.2204,0.3858,1.235,0.2509,2.119,0.002843,17.88,-0.004951,0
2.416,1.09,1.911,0.573,0.1554,0.8425,-4.048,-2.752,-1.296,0.605,0.4154,0.925,48.05,40.1,0.4517,0.4584,0.04767,0.8039,0.4868,0.1724,0.4877,1.604,0.2509,2.119,0.002843,17.88,-0.004951,0
1.799,1.09,1.767,0.4912,0.1348,0.8019,-3.785,-2.598,-1.187,0.6003,0.3565,0.9298,52.7,50.54,0.3997,0.2671,0.035,0.4799,0.4692,0.1709,0.3733,0.7934,0.2509,2.119,0.002843,17.88,-0.004951,0
1.452,1.22,1.71,0.492,0.1418,0.8211,-2.759,-1.98,-0.7785,0.575,0.3581,0.8962,51.97,46.18,0.2417,0.3405,0.02274,0.3484,0.4839,0.2033,0.3452,1.096,0.2509,2.119,0.002843,17.88,-0.004951,0
2.166,1.08,1.591,0.5625,0.1497,0.8264,-4.323,-3.145,-1.178,0.6262,0.4184,0.941,52.63,48.5,0.5518,0.2995,0.06067,0.6661,0.4295,0.1661,0.4205,1.217,0.2509,2.119,0.002843,17.88,-0.004951,0
2.446,1.24,1.739,0.6233,0.1705,0.8654,-3.769,-2.718,-1.051,0.6098,0.4598,0.8914,52.07,48.09,0.4398,0.2531,0.01027,0.8528,0.4378,0.2114,0.5007,1.369,0.2509,2.119,0.002843,17.88,-0.004951,0
1.714,1.09,2.031,0.5621,0.1505,0.8294,-4.227,-3.033,-1.194,0.6207,0.4157,0.913,49.38,44.03,0.1991,0.5457,0.06219,0.4976,0.5827,0.1693,0.4166,0.8085,0.2509,2.119,0.002843,17.88,-0.004951,0
1.582,1.09,2.528,0.599,0.1602,0.8439,-4.19,-3.088,-1.102,0.6259,0.4472,0.9032,54.45,51.55,0.2824,0.3327,0.06167,0.361,0.9027,0.1754,0.4797,1.061,0.2509,2.119,0.002843,17.88,-0.004951,0
2.496,1.22,1.696,0.6152,0.1661,0.8568,-4.074,-2.886,-1.187,0.6142,0.4523,0.8925,51.88,46.13,0.1398,0.2008,0.003946,0.8827,0.4128,0.2023,0.4993,1.526,0.2509,2.119,0.002843,17.88,-0.004951,0
1.702,1.12,1.609,0.4741,0.1317,0.7925,-3.357,-2.542,-0.8147,0.6075,0.3542,0.9211,52.21,50.84,0.2103,0.3413,0.05079,0.4622,0.3943,0.1792,0.3453,1.158,0.2509,2.119,0.002843,17.88,-0.004951,0
1.845,1.1,1.647,0.4514,0.121,0.765,-4.185,-3.034,-1.151,0.622,0.335,0.909,52.61,50.25,0.1781,0.3452,0.0532,0.5174,0.3779,0.1667,0.354,1.2,0.2509,2.119,0.002843,17.88,-0.004951,0
1.971,1.09,1.566,0.4657,0.1297,0.7877,-3.316,-2.509,-0.8074,0.6059,0.3476,0.9414,48.16,41.94,0.05522,0.3382,0.05036,0.5958,0.327,0.1702,0.3643,1.132,0.2509,2.119,0.002843,17.88,-0.004951,0
2.512,1.22,1.73,0.6003,0.1637,0.8556,-3.859,-2.729,-1.13,0.6082,0.4402,0.9069,46.99,39.61,0.3933,0.2353,0.006017,0.8772,0.4204,0.2018,0.4998,1.398,0.2509,2.119,0.002843,17.88,-0.004951,0
1.906,1.09,1.474,0.4876,0.1358,0.8054,-3.47,-2.385,-1.086,0.5916,0.353,0.9495,51.87,49.09,0.07696,0.246,0.0234,0.5894,0.3087,0.1723,0.3568,1.424,0.2509,2.119,0.002843,17.88,-0.004951,0
1.918,1.09,1.629,0.4519,0.123,0.77,-3.79,-2.825,-0.9655,0.6176,0.3374,0.9174,52.27,51.04,0.1198,0.328,0.035,0.5612,0.3498,0.1678,0.3596,1.184,0.2509,2.119,0.002843,17.88,-0.004951,0
2.406,1.12,1.601,0.5455,0.1475,0.8242,-3.947,-2.916,-1.031,0.6201,0.4066,0.8747,52.89,47.78,0.4784,0.348,0.07324,0.7822,0.385,0.1789,0.4487,1.358,0.2509,2.119,0.002843,17.88,-0.004951,0
2.484,1.09,1.896,0.575,0.1553,0.8417,-4.159,-2.806,-1.352,0.6061,0.4161,0.9131,48.34,40.04,0.4047,0.4483,0.05262,0.8462,0.4692,0.1721,0.4958,1.628,0.2509,2.119,0.002843,17.88,-0.004951,0
2.489,1.24,1.717,0.6026,0.1644,0.8576,-3.896,-2.693,-1.203,0.6045,0.4387,0.9153,47.12,40.1,0.3173,0.2718,0.001793,0.8766,0.4095,0.2062,0.4975,1.462,0.2509,2.119,0.002843,17.88,-0.004951,0
2.115,1.09,1.798,0.5942,0.1575,0.8378,-4.398,-3.229,-1.168,0.6301,0.4438,0.9073,51.33,45.42,0.5324,0.2094,0.05586,0.6374,0.5254,0.1727,0.4452,1.227,0.2509,2.119,0.002843,17.88,-0.004951,0
1.908,1.09,1.64,0.4479,0.1189,0.7598,-4.436,-3.165,-1.27,0.6244,0.3311,0.9207,50.51,48.19,0.1239,0.339,0.04688,0.5552,0.3565,0.1624,0.3581,1.18,0.2509,2.119,0.002843,17.88,-0.004951,0
2.489,1.09,1.481,0.579,0.1544,0.8344,-4.269,-3.125,-1.144,0.6263,0.4315,0.8977,51.2,47.57,0.1442,0.2387,0.05972,0.868,0.3364,0.1725,0.4589,1.473,0.2509,2.119,0.002843,17.88,-0.004951,0
2.491,1.24,1.68,0.6061,0.1681,0.8675,-3.565,-2.435,-1.13,0.5932,0.4383,0.897,50.25,43.25,0.218,0.2505,0.01187,0.8728,0.4036,0.2105,0.4956,1.499,0.2509,2.119,0.002843,17.88,-0.004951,0
1.71,1.09,1.798,0.4871,0.1322,0.7962,-4.049,-2.708,-1.34,0.6018,0.3512,0.9515,52.32,48.82,0.1934,0.4113,0.0417,0.4589,0.4721,0.1681,0.3664,1.156,0.2509,2.119,0.002843,17.88,-0.004951,0
1.986,1.08,1.549,0.4631,0.1275,0.7828,-3.618,-2.627,-0.9913,0.6069,0.3419,0.9465,51.38,47.51,0.005677,0.2719,0.03551,0.6068,0.3156,0.1664,0.363,1.118,0.2509,2.119,0.002843,17.88,-0.004951,0
2.27,1.09,1.566,0.565,0.1503,0.8265,-4.314,-3.177,-1.138,0.6288,0.4221,0.9527,52.86,48.72,0.5271,0.3353,0.06891,0.7251,0.4048,0.1679,0.4326,1.273,0.2509,2.119,0.002843,17.88,-0.004951,0
1.705,1.08,1.53,0.4789,0.1321,0.7949,-3.619,-2.571,-1.048,0.6025,0.351,0.9156,51.28,44.93,0.3755,0.2505,0.0303,0.4664,0.3785,0.1685,0.3378,1.593,0.2509,2.119,0.002843,17.88,-0.004951,0
2.531,1.09,1.621,0.6095,0.1623,0.8457,-4.281,-3.166,-1.115,0.629,0.4559,0.9038,50.53,44.71,0.2188,0.166,0.06087,0.9125,0.3733,0.1753,0.487,1.431,0.2509,2.119,0.002843,17.88,-0.004951,0
2.502,1.22,1.697,0.6031,0.1649,0.859,-3.852,-2.654,-1.198,0.6027,0.4384,0.9149,52.05,49.49,0.3766,0.2746,0.01205,0.8761,0.4111,0.2018,0.4964,1.424,0.2509,2.119,0.002843,17.88,-0.004951,0
2.383,1.1,1.675,0.6015,0.1606,0.8461,-4.322,-3.058,-1.264,0.6198,0.4429,0.8999,53.56,51.56,0.4445,0.3145,0.06252,0.8144,0.4182,0.1769,0.4698,1.373,0.2509,2.119,0.002843,17.88,-0.004951,0
2.471,1.23,1.731,0.5836,0.1642,0.8639,-3.267,-2.244,-1.022,0.5854,0.4217,0.9085,53.1,49.85,0.3286,0.2995,0.01676,0.8466,0.4122,0.2093,0.4894,1.663,0.2509,2.119,0.002843,17.88,-0.004951,0
1.846,1.09,1.649,0.465,0.1283,0.7841,-3.515,-2.624,-0.8914,0.6096,0.3462,0.9603,52.18,49.01,0.1766,0.3405,0.0464,0.5196,0.3857,0.1691,0.3581,1.201,0.2509,2.119,0.002843,17.88,-0.004951,0
2.336,1.1,1.565,0.5477,0.1503,0.8317,-3.641,-2.7,-0.9416,0.6121,0.4075,0.8956,51.15,46.49,0.102,0.3301,0.05538,0.7781,0.3526,0.1769,0.4359,1.348,0.2509,2.119,0.002843,17.88,-0.004951,0
2.494,1.24,1.71,0.6092,0.1671,0.8615,-3.719,-2.665,-1.054,0.6071,0.4482,0.8899,49.01,42.58,0.3875,0.2527,0.007454,0.8752,0.414,0.2102,0.4998,1.402,0.2509,2.119,0.002843,17.88,-0.004951,0
1.408,1.21,1.914,0.5026,0.1425,0.8206,-3.045,-2.218,-0.8278,0.5886,0.369,0.9205,48.92,42.3,0.2399,0.1959,0.02302,0.3031,0.5937,0.1982,0.365,1.212,0.2509,2.119,0.002843,17.88,-0.004951,0
1.526,1.31,1.78,0.509,0.1428,0.8221,-3.328,-2.273,-1.055,0.5862,0.3673,0.8844,53.83,50.15,0.2558,0.3981,0.0148,0.3731,0.5162,0.2209,0.3701,1.131,0.2509,2.119,0.002843,17.88,-0.004951,0
1.58,1.09,1.617,0.4742,0.131,0.7905,-3.471,-2.62,-0.8512,0.6106,0.3543,0.9513,53.05,49.27,0.3618,0.2301,0.0456,0.3963,0.4332,0.1697,0.3331,0.7198,0.2509,2.119,0.002843,17.88,-0.004951,0
2.27,1.24,1.62,0.6041,0.1677,0.8661,-3.518,-2.458,-1.06,0.5962,0.4399,0.9018,53.51,49.71,0.5197,0.3372,0.01027,0.7351,0.4338,0.2115,0.4601,1.302,0.2509,2.119,0.002843,17.88,-0.004951,0
2.494,1.09,1.848,0.577,0.1534,0.8364,-4.533,-3.029,-1.503,0.6123,0.4172,0.9135,50.3,45.48,0.3363,0.3759,0.05157,0.8624,0.4476,0.1692,0.493,1.587,0.2509,2.119,0.002843,17.88,-0.004951,0
1.809,1.09,1.608,0.4677,0.1288,0.7847,-3.517,-2.668,-0.8489,0.6132,0.3503,0.9118,51.05,47.7,0.1262,0.3315,0.0519,0.516,0.3694,0.1696,0.3517,1.134,0.2509,2.119,0.002843,17.88,-0.004951,0
1.915,1.08,1.653,0.4587,0.1252,0.7771,-3.825,-2.732,-1.092,0.6094,0.3375,0.95,51.43,47.51,0.1126,0.3408,0.04227,0.5571,0.3684,0.1636,0.363,1.175,0.2509,2.119,0.002843,17.88,-0.004951,0
2.489,1.11,1.629,0.5998,0.1606,0.8471,-4.267,-3.002,-1.264,0.6174,0.4406,0.8989,53.6,50.77,0.3401,0.2321,0.05076,0.8801,0.3805,0.1794,0.48,1.383,0.2509,2.119,0.002843,17.88,-0.004951,0
2.542,1.09,1.537,0.5647,0.1521,0.8328,-4.07,-2.955,-1.116,0.6194,0.4187,0.8739,51,44.94,0.2768,0.2649,0.065,0.8835,0.3417,0.1737,0.4663,1.434,0.2509,2.119,0.002843,17.88,-0.004951,0
1.886,1.22,1.837,0.495,0.1391,0.8144,-3.321,-2.227,-1.095,0.5827,0.3552,0.951,52.42,48.9,0.124,0.3828,0.01919,0.5359,0.4642,0.1965,0.3989,1.194,0.2509,2.119,0.002843,17.88,-0.004951,0
1.803,1.12,1.6,0.4741,0.1328,0.7955,-3.161,-2.432,-0.7294,0.6039,0.3551,0.898,53.02,49.3,0.1744,0.3609,0.04891,0.5108,0.3712,0.1809,0.3543,1.162,0.2509,2.119,0.002843,17.88,-0.004951,0
2.316,1.1,1.662,0.5902,0.1598,0.848,-4.026,-2.832,-1.194,0.6115,0.4327,0.8962,51.41,49.45,0.4798,0.3365,0.04377,0.7632,0.4269,0.1782,0.4561,1.35,0.2509,2.119,0.002843,17.88,-0.004951,0
2.015,1.21,1.732,0.5068,0.1437,0.8239,-3.075,-2.186,-0.8894,0.5851,0.3693,0.9082,50.35,44.79,0.1212,0.3224,0.02192,0.6104,0.4086,0.1983,0.4058,1.483,0.2509,2.119,0.002843,17.88,-0.004951,0
1.716,1.22,1.729,0.492,0.1394,0.8142,-3.1,-2.191,-0.9094,0.5849,0.3579,0.9281,52.56,49.76,0.2068,0.368,0.02284,0.4557,0.4559,0.1988,0.3701,1.175,0.2509,2.119,0.002843,17.88,-0.004951,0
2.391,1.22,1.684,0.6028,0.1669,0.8641,-3.562,-2.501,-1.061,0.5984,0.4398,0.9007,50.79,47.43,0.4343,0.3239,0.02213,0.8137,0.4196,0.2064,0.4799,1.393,0.2509,2.119,0.002843,17.88,-0.004951,0
1.67,1.31,1.985,0.5081,0.1431,0.823,-3.263,-2.223,-1.04,0.5838,0.3662,0.8915,51.83,48.86,0.2895,0.04265,0.0154,0.3812,0.61,0.2207,0.4039,1.528,0.2509,2.119,0.002843,17.88,-0.004951,0
1.682,1.18,1.815,0.4987,0.1363,0.8054,-3.872,-2.641,-1.231,0.6013,0.3614,0.8747,51.23,47.91,0.2294,0.4127,0.07733,0.4384,0.4959,0.1906,0.375,1.179,0.2509,2.119,0.002843,17.88,-0.004951,0
1.62,1.21,1.95,0.4998,0.1424,0.8216,-2.98,-2.123,-0.8572,0.5821,0.3641,0.9364,52.75,49.43,0.2866,0.04622,0.0291,0.3519,0.607,0.1985,0.3858,1.148,0.2509,2.119,0.002843,17.88,-0.004951,0
1.631,1.22,1.526,0.5019,0.1438,0.8239,-2.805,-2.105,-0.6991,0.585,0.3708,0.9008,52.12,49.02,0.3055,0.2567,0.01213,0.463,0.3746,0.204,0.3472,1.515,0.2509,2.119,0.002843,17.88,-0.004951,0
1.515,1.22,1.67,0.503,0.1424,0.8194,-3.008,-2.269,-0.7387,0.5941,0.3734,0.9123,51.26,47.81,0.2398,0.3012,0.009046,0.3818,0.4671,0.2018,0.3503,1.248,0.2509,2.119,0.002843,17.88,-0.004951,0
1.707,1.09,2.359,0.5295,0.1271,0.7533,-5.288,-4.805,-0.4839,0.7168,0.4399,0.9434,53.31,48.59,0.3981,0.0642,0.08223,0.3937,0.7775,0.1642,0.4451,1.325,0.2509,2.119,0.002843,17.88,-0.004951,0
2.446,1.22,1.677,0.6099,0.1658,0.859,-3.974,-2.744,-1.23,0.6063,0.4441,0.9212,55.01,51.14,0.3945,0.2879,0.01065,0.8499,0.4154,0.2013,0.4889,1.398,0.2509,2.119,0.002843,17.88,-0.004951,0
1.486,1.21,1.849,0.4936,0.1397,0.8148,-3.121,-2.21,-0.9117,0.586,0.3594,0.9344,53.75,51.6,0.2724,0.09019,0.0269,0.3174,0.5715,0.1956,0.3615,1.314,0.2509,2.119,0.002843,17.88,-0.004951,0
1.881,1.09,1.596,0.4659,0.1288,0.7845,-3.41,-2.625,-0.7844,0.613,0.3503,0.9173,50.71,46.14,0.1379,0.337,0.04611,0.5411,0.3611,0.1697,0.3573,1.173,0.2509,2.119,0.002843,17.88,-0.004951,0
1.374,1.12,1.691,0.3885,0.09876,0.6907,-3.907,-3.703,-0.2039,0.6901,0.3227,0.9705,51.5,48.25,0.3239,0.198,0.08011,0.2484,0.4699,0.1705,0.2963,0.7427,0.2509,2.119,0.002843,17.88,-0.004951,0
0.8681,1.1,1.813,0.361,0.08853,0.6587,-4.997,-4.479,-0.5188,0.7042,0.2966,0.9806,52.33,49.21,0.1163,0.1057,0.06713,0.1071,0.5264,0.1651,0.2662,0.8615,0.2509,2.119,0.002843,17.88,-0.004951,0
1.042,1.09,1.7,0.3369,0.08177,0.6365,-5.484,-4.766,-0.7172,0.7047,0.274,0.9766,48.44,43.33,0.09945,0.03282,0.06072,0.1509,0.4544,0.162,0.2557,0.9782,0.2509,2.119,0.002843,17.88,-0.004951,0
1.222,1.08,1.245,0.3279,0.07787,0.6258,-6.502,-5.332,-1.17,0.7029,0.2612,0.9632,47.99,41.55,0.1864,0.1297,0.06461,0.2639,0.251,0.1637,0.2262,0.8637,0.2509,2.119,0.002843,17.88,-0.004951,0
2.123,1.08,0.9204,0.4332,0.09124,0.6636,-8.936,-7.868,-1.068,0.7641,0.3643,0.9088,48.61,40.44,0.442,0.2256,0.07385,0.6857,0.1242,0.1669,0.3256,0.9243,0.2509,2.119,0.002843,17.88,-0.004951,0
2.116,1.07,0.6053,0.4117,0.0733,0.6188,-17.14,-14.43,-2.714,0.7938,0.3448,0.9183,49.72,44.41,0.3859,0.114,0.08886,0.6932,0.05503,0.1624,0.3035,0.7906,0.2509,2.119,0.002843,17.88,-0.004951,0
2.083,0.92,0.5942,0.4061,0.06103,0.599,-32.12,-25.85,-6.269,0.8002,0.3347,0.9378,50.53,44.28,0.3336,0.0919,0.015,0.6784,0.04885,0.1403,0.2892,0.8077,0.2509,2.119,0.002843,17.88,-0.004951,0
2.071,0.9,0.3644,0.3606,0.04982,0.5722,-43.78,-34.27,-9.504,0.7956,0.2933,0.9348,46.49,38.72,0.345,0.04941,0.031,0.6434,0.02053,0.1327,0.2655,0.7283,0.2509,2.119,0.002843,17.88,-0.004951,0
2.178,1.41,2.234,0.8018,0.2082,0.8718,-4.619,-3.64,-0.9798,0.6535,0.6172,0.8911,50.3,42.41,0.1584,0.2028,0.108,0.7935,0.7189,0.2663,0.5929,1.546,0.2509,2.119,0.002843,17.88,-0.004951,0
2.807,1.42,2.296,0.8772,0.2344,0.9078,-4.415,-2.938,-1.477,0.609,0.6328,0.9133,51.3,44.15,0.4987,0.3224,0.1044,1.101,0.7618,0.2787,0.7137,2.074,0.2509,2.119,0.002843,17.88,-0.004951,0
2.416,1.48,2.448,0.8823,0.2443,0.942,-3.767,-1.966,-1.802,0.5563,0.5938,0.8471,100.7,80.26,0.01971,0.1906,0.09185,0.7765,0.9688,0.3052,0.6835,1.847,0.2509,2.119,0.002843,17.88,-0.004951,0
2.431,1.49,2.396,0.9157,0.2611,0.9668,-3.138,-1.374,-1.764,0.5236,0.5954,0.872,90.56,78.33,0.03925,0.2121,0.08182,0.8064,0.9488,0.3161,0.6904,1.836,0.2509,2.119,0.002843,17.88,-0.004951,0
1.982,1.49,1.722,0.6413,0.1931,0.9297,-2.107,-1.118,-0.9891,0.5097,0.4321,0.8037,82.57,74.4,0.1583,0.1348,0.08098,0.5901,0.5103,0.3003,0.4669,1.105,0.2509,2.119,0.002843,17.88,-0.004951,0
2.23,1.48,2.456,0.8061,0.2329,0.9654,-2.776,-0.7884,-1.987,0.4864,0.4959,0.8169,85.12,75.28,0.1683,0.3622,0.08361,0.7546,0.8531,0.298,0.6352,2.043,0.2509,2.119,0.002843,17.88,-0.004951,0
2.493,1.48,2.009,0.7452,0.2114,0.9404,-3.187,-1.119,-2.068,0.5072,0.4682,0.7405,97.31,76.94,0.08151,0.2532,0.06774,0.8513,0.638,0.2928,0.5941,1.715,0.2509,2.119,0.002843,17.88,-0.004951,0
2.335,1.47,2.006,0.6928,0.1869,0.888,-4.273,-2.679,-1.593,0.5947,0.4902,0.6982,95.31,76.62,0.07009,0.4484,0.04133,0.8185,0.5539,0.2902,0.5542,1.907,0.2509,2.119,0.002843,17.88,-0.004951,0
1.38,1.46,2.253,0.5863,0.127,0.7269,-7.343,-6.75,-0.5927,0.7629,0.5009,0.7495,93.41,76.39,0.2044,0.2172,0.04575,0.2665,0.7983,0.2808,0.4485,1.275,0.2509,2.119,0.002843,17.88,-0.004951,0
1.323,1.45,2.1,0.5821,0.1362,0.7634,-6.14,-5.421,-0.7189,0.7242,0.4807,0.7383,91.64,77.99,0.3427,0.1506,0.06335,0.2264,0.7603,0.2842,0.4236,1.242,0.2509,2.119,0.002843,17.88,-0.004951,0
1.824,1.46,2.226,0.6358,0.1489,0.7722,-5.084,-4.885,-0.1989,0.7345,0.5438,0.7766,91.58,75.69,0.01762,0.3769,0.05034,0.5443,0.6806,0.2791,0.5013,1.738,0.2509,2.119,0.002843,17.88,-0.004951,0
1.82,1.47,2.229,0.6562,0.156,0.7841,-4.691,-4.562,-0.1286,0.7278,0.5615,0.7941,92.51,75.17,0.02955,0.2107,0.05105,0.5606,0.6744,0.291,0.5087,1.591,0.2509,2.119,0.002843,17.88,-0.004951,0
1.463,1.61,2.417,0.6791,0.1525,0.7593,-6.306,-5.874,-0.4314,0.7503,0.5793,0.7756,87.7,74.55,0.07614,0.191,0.1326,0.38,0.8491,0.3312,0.5201,1.545,0.2509,2.119,0.002843,17.88,-0.004951,0
1.627,1.61,2.375,0.7233,0.1604,0.7559,-6.536,-6.102,-0.4342,0.7559,0.6192,0.8109,81.49,71.55,0.0819,0.2034,0.1329,0.4915,0.8135,0.325,0.5433,1.572,0.2509,2.119,0.002843,17.88,-0.004951,0
2.221,1.44,2.109,0.7422,0.1613,0.743,-6.452,-6.188,-0.2646,0.7669,0.6456,0.8121,84.78,74.28,0.111,0.2699,0.04963,0.8361,0.585,0.2758,0.5656,1.659,0.2509,2.119,0.002843,17.88,-0.004951,0
2.673,1.45,1.731,0.8304,0.1831,0.7476,-6.321,-6.015,-0.3058,0.7605,0.7178,0.8471,78.77,71.31,0.0189,0.3625,0.07117,1.203,0.368,0.2794,0.6169,1.801,0.2509,2.119,0.002843,17.88,-0.004951,0
2.721,1.43,1.706,0.8765,0.1799,0.6948,-7.706,-7.368,-0.3389,0.7882,0.7702,0.8479,74.04,67.82,0.08969,0.2925,0.05191,1.275,0.3648,0.267,0.6355,1.711,0.2509,2.119,0.002843,17.88,-0.004951,0
2.874,1.59,1.72,0.9921,0.2012,0.6544,-7.902,-7.576,-0.3257,0.7929,0.8749,0.8377,79.02,70.66,0.08506,0.3202,0.1251,1.455,0.3621,0.3205,0.7124,1.794,0.2509,2.119,0.002843,17.88,-0.004951,0
2.85,1.42,1.703,1.058,0.2055,0.5967,-8.439,-8.202,-0.2372,0.8084,0.9456,0.8757,80.37,71.49,0.1633,0.3397,0.05063,1.483,0.3895,0.2715,0.7148,1.735,0.2509,2.119,0.002843,17.88,-0.004951,0
2.497,1.41,2.179,1.083,0.195,0.5345,-10.98,-10.51,-0.4741,0.8289,0.9723,0.8685,79.26,71.23,0.2805,0.2582,0.04537,1.214,0.6931,0.2565,0.7212,1.659,0.2509,2.119,0.002843,17.88,-0.004951,0
3.013,1.42,1.782,1.209,0.2116,0.4409,-11.61,-11.16,-0.4525,0.8372,1.092,0.8899,80.38,71.77,0.2582,0.3348,0.04567,1.711,0.4238,0.2624,0.7992,1.749,0.2509,2.119,0.002843,17.88,-0.004951,0
2.975,1.41,2.167,1.389,0.2221,0.237,-13.64,-13.27,-0.3763,0.8604,1.277,0.9177,77.32,68.91,0.3067,0.2741,0.0588,1.775,0.6429,0.2655,0.8946,1.799,0.2509,2.119,0.002843,17.88,-0.004951,0
1.427,1.21,1.704,0.4865,0.1382,0.8122,-3.078,-2.128,-0.9499,0.5803,0.3516,0.9263,78.02,70.67,0.2488,0.3232,0.03157,0.3321,0.4926,0.1955,0.3401,1.098,0.2509,2.119,0.002843,17.88,-0.004951,0
2.102,1.22,1.775,0.6124,0.1656,0.8565,-4.039,-2.861,-1.178,0.6132,0.4501,0.8943,78.27,69.61,0.4914,0.2754,0.003553,0.6459,0.5191,0.2021,0.4557,1.659,0.2509,2.119,0.002843,17.88,-0.004951,0
1.629,1.09,1.972,0.4714,0.1293,0.7855,-3.602,-2.735,-0.8672,0.6161,0.3536,0.9723,52.7,51.12,0.3061,0.0789,0.0457,0.3472,0.5992,0.1691,0.3718,1.04,0.2509,2.119,0.002843,17.88,-0.004951,0
1.545,1.09,2.261,0.5338,0.1254,0.7457,-5.711,-5.195,-0.5162,0.7273,0.4461,0.9309,53.59,51.18,0.3882,0.5245,0.094,0.3434,0.7523,0.1621,0.4193,0.7176,0.2509,2.119,0.002843,17.88,-0.004951,0
2.446,1.08,1.715,0.5686,0.1544,0.8404,-4.005,-2.755,-1.25,0.6063,0.4137,0.9263,51.08,44.64,0.4384,0.3376,0.03567,0.817,0.4214,0.171,0.4698,1.43,0.2509,2.119,0.002843,17.88,-0.004951,0
1.266,1.09,1.745,0.4619,0.1277,0.7831,-3.512,-2.583,-0.9286,0.6064,0.3422,0.954,54.01,52.22,0.212,0.1668,0.04871,0.2673,0.5128,0.168,0.3161,1.101,0.2509,2.119,0.002843,17.88,-0.004951,0
